username,movie_slug,rating
jay,gateways-grind,3.5
jay,rrr,4.0
jay,morbius,0.5
jay,deep-water-2022,2.5
jay,bodies-bodies-bodies,3.0
jay,x-2022,3.0
jay,the-unbearable-weight-of-massive-talent,2.0
jay,everything-everywhere-all-at-once,3.0
jay,windfall,2.0
jay,the-adam-project,2.0
jay,turning-red,3.0
jay,texas-chainsaw-massacre,1.5
jay,tall-girl-2,1.0
jay,death-on-the-nile-2022,2.0
jay,the-tinder-swindler,3.0
jay,marry-me-2022,3.0
jay,jackass-forever,4.0
jay,emily-the-criminal,3.5
jay,am-i-ok,1.5
jay,cha-cha-real-smooth,3.5
jay,alice-2022,2.0
jay,sharp-stick,2.5
jay,living-2022,3.5
jay,fire-of-love-2022,3.5
jay,fresh-2022,3.0
jay,the-princess-2022,2.5
jay,scream-2022,3.0
jay,death-to-2021,0.5
jay,the-matrix-resurrections,4.0
jay,spider-man-no-way-home,3.0
jay,dont-look-up-2021,2.0
jay,nightmare-alley-2021,3.5
jay,west-side-story-2021,3.5
jay,licorice-pizza,4.0
jay,tick-tick-boom-2021,3.0
jay,house-of-gucci,2.0
jay,millie-lies-low,3.5
jay,love-hard,2.0
jay,eternals,2.5
jay,encanto,2.5
jay,the-harder-they-fall-2021,3.5
jay,diana-the-musical,1.5
jay,no-time-to-die-2021,3.0
jay,the-black-phone,3.0
jay,the-tragedy-of-macbeth,3.5
jay,venom-let-there-be-carnage,2.5
jay,the-humans,3.5
jay,the-last-duel-2021,3.5
jay,the-guilty-2021,2.5
jay,halloween-kills,2.0
jay,official-competition,4.0
jay,last-night-in-soho,2.0
jay,marcel-the-shell-with-shoes-on-2021,4.0
jay,the-lost-daughter-2021,3.5
jay,spencer-2021,4.5
jay,cinderella-2021,0.5
jay,dune-2021,4.0
jay,king-richard,2.5
jay,cmon-cmon,4.0
jay,the-power-of-the-dog,4.0
jay,malignant-2021,4.0
jay,hes-all-that,0.5
jay,ghostbusters-afterlife,1.5
jay,candyman-2021,3.0
jay,shang-chi-and-the-legend-of-the-ten-rings,3.0
jay,the-kissing-booth-3,0.5
jay,she-will,2.5
jay,free-guy,2.0
jay,the-suicide-squad,3.0
jay,old-2021,1.5
jay,red-rocket-2021,4.0
jay,fear-street-1666,3.0
jay,lamb-2021,3.0
jay,titane,4.5
jay,pig-2021,3.5
jay,bergman-island-2021,3.5
jay,the-french-dispatch,3.5
jay,drive-my-car,4.0
jay,benedetta,4.0
jay,after-yang,4.0
jay,the-worst-person-in-the-world,4.5
jay,cow-2021,3.5
jay,the-souvenir-part-ii,2.5
jay,fear-street-1978,3.5
jay,the-velvet-underground-2021,3.5
jay,space-jam-a-new-legacy,1.0
jay,boiling-point-2021,4.0
jay,escape-room-tournament-of-champions,2.0
jay,black-widow-2021,3.0
jay,fear-street-1994,3.5
jay,no-sudden-move,3.0
jay,luca-2021,3.0
jay,in-the-heights,2.0
jay,the-conjuring-the-devil-made-me-do-it,2.5
jay,cruella,3.0
jay,the-woman-in-the-window-2021,2.0
jay,oxygen-2021,3.5
jay,spiral-from-the-book-of-saw,2.5
jay,wrath-of-man,3.0
jay,army-of-the-dead-2021,3.0
jay,bad-trip-2021,2.5
jay,godzilla-vs-kong,2.5
jay,charli-xcx-alone-together,3.0
jay,nobody-2021,3.5
jay,zack-snyders-justice-league,2.5
jay,the-feast-2021,2.5
jay,yes-day,2.0
jay,barb-star-go-to-vista-del-mar,3.5
jay,passing-2021,3.0
jay,pleasure-2021,4.0
jay,a-glitch-in-the-matrix-2021,2.5
jay,coda-2021,2.5
jay,malcolm-marie,2.5
jay,censor-2021,3.5
jay,wrong-turn-2021,2.5
jay,the-dig-2021,3.0
jay,death-to-2020,1.5
jay,wonder-woman-1984,1.5
jay,the-midnight-sky,2.0
jay,the-prom-2020,2.0
jay,lovers-rock-2020,4.0
jay,ma-raineys-black-bottom,3.5
jay,happiest-season,3.0
jay,mank,3.5
jay,hillbilly-elegy,1.0
jay,borat-subsequent-moviefilm,3.5
jay,roald-dahls-the-witches,2.0
jay,soul-2020,4.0
jay,run-2020,3.0
jay,hubie-halloween,1.5
jay,red-white-and-blue-2020,3.5
jay,david-attenborough-a-life-on-our-planet,3.0
jay,the-trial-of-the-chicago-7,3.0
jay,enola-holmes,3.0
jay,on-the-rocks-2020,2.5
jay,i-care-a-lot,3.0
jay,after-love-2020,4.0
jay,nomadland,3.5
jay,ammonite,2.5
jay,the-devil-all-the-time,2.5
jay,mainstream-2020,2.5
jay,pieces-of-a-woman,3.0
jay,antebellum,1.5
jay,im-thinking-of-ending-things,4.0
jay,class-action-park,3.5
jay,tenet,3.0
jay,pvt-chat,3.0
jay,shithouse,3.5
jay,an-american-pickle,3.0
jay,the-kissing-booth-2,0.5
jay,follow-me-2020,1.0
jay,eurovision-song-contest-the-story-of-fire-saga,1.5
jay,da-5-bloods,3.5
jay,freeze-2020,3.5
jay,capone-2020,2.5
jay,tigertail,3.0
jay,shiva-baby-2020,4.5
jay,the-hunt-2020,1.0
jay,the-invisible-man-2020,3.5
jay,brahms-the-boy-ii,1.5
jay,emma-2020,3.5
jay,the-father-2020,4.0
jay,some-kind-of-heaven,4.0
jay,surge-2020,3.5
jay,palm-springs-2020,3.5
jay,promising-young-woman,2.5
jay,possessor,4.0
jay,sonic-the-hedgehog,2.5
jay,spree-2020,3.0
jay,miss-americana,3.5
jay,cats-2019,1.5
jay,star-wars-the-rise-of-skywalker,2.0
jay,little-women-2019,4.0
jay,last-christmas-2019,2.0
jay,let-it-snow-2019,2.0
jay,doctor-sleep,3.5
jay,el-camino-a-breaking-bad-movie,3.5
jay,zombieland-double-tap,2.0
jay,the-irishman-2019,4.0
jay,tall-girl,0.5
jay,guns-akimbo,1.5
jay,saint-maud,4.0
jay,bad-education-2019,3.5
jay,two-of-us-2019,3.5
jay,color-out-of-space,3.5
jay,knives-out-2019,4.0
jay,a-beautiful-day-in-the-neighborhood,3.0
jay,the-platform,3.5
jay,hustlers-2019,3.5
jay,the-personal-history-of-david-copperfield,3.5
jay,babyteeth,4.0
jay,the-king-2019,3.0
jay,the-laundromat-2019,1.5
jay,the-two-popes,2.0
jay,first-cow,4.0
jay,waves-2019,2.5
jay,ford-v-ferrari,3.0
jay,uncut-gems,5.0
jay,marriage-story-2019,5.0
jay,ad-astra-2019,3.0
jay,it-chapter-two,1.5
jay,ready-or-not-2019,3.5
jay,bad-assistant,3.5
jay,fast-furious-presents-hobbs-shaw,3.0
jay,daughter-2019,3.0
jay,the-fabric-of-you,3.0
jay,anima-2019,3.5
jay,spider-man-far-from-home,3.0
